利用日付,利用時間,利用曜日,利用者ID,利用者名,身分,部局,連携用コード,学年,利用装置,判定結果
2016/06/01,16:36:54,水曜日,,,大学院生,工学部,,M1,入館ゲート2,許可
2016/06/01,16:36:56,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,16:36:59,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,16:37:16,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,16:37:33,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,16:38:08,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,16:38:19,水曜日,,,大学院生,国際文化,,M1,入館ゲート2,許可
2016/06/01,16:38:54,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,16:39:03,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,16:39:04,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:39:13,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,16:39:17,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:39:18,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,16:39:45,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,16:39:59,水曜日,,,学生,国際文化,,,入館ゲート2,許可
2016/06/01,16:40:14,水曜日,,,学生,理学部,,4,入館ゲート1,許可
2016/06/01,16:40:17,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,16:40:27,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,16:40:52,水曜日,,,学生,教育学部,入館可,3,入館ゲート2,許可
2016/06/01,16:41:51,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,16:42:04,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,16:43:44,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,16:43:47,水曜日,,,学生,医学部,,4,入館ゲート1,許可
2016/06/01,16:43:51,水曜日,,,大学院生,文学部,,M2,入館ゲート1,許可
2016/06/01,16:44:45,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,16:45:19,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,16:45:49,水曜日,,,学生,工学部,,4,入館ゲート1,許可
2016/06/01,16:45:51,水曜日,,,学生,法学部,入館可,4,入館ゲート2,許可
2016/06/01,16:46:00,水曜日,,,大学院生,工学部,,M2,入館ゲート1,許可
2016/06/01,16:46:04,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,16:46:05,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,16:46:29,水曜日,,,学生,工学部,,4,入館ゲート2,許可
2016/06/01,16:47:03,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,16:47:15,水曜日,,,学生,医学部,,,入館ゲート2,許可
2016/06/01,16:47:28,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,16:48:30,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,16:49:06,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,16:49:06,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,16:49:10,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,16:49:30,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:49:33,水曜日,,,学生,経済学部,入館可,2,入館ゲート1,許可
2016/06/01,16:49:36,水曜日,,,大学院生,情報科学,,M1,入館ゲート2,許可
2016/06/01,16:49:39,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:49:46,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,16:49:48,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,16:49:58,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,16:49:59,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:50:02,水曜日,,,大学院生,工学部,,D2,入館ゲート1,許可
2016/06/01,16:50:13,水曜日,,,大学院生,工学部,,M1,入館ゲート2,許可
2016/06/01,16:50:29,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,16:50:43,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,16:51:00,水曜日,,,大学院生,情報科学,,M1,入館ゲート2,許可
2016/06/01,16:51:02,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:51:04,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,16:51:09,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,16:51:29,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,16:51:29,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,16:51:35,水曜日,,,学生,医学部,,1,入館ゲート2,許可
2016/06/01,16:52:08,水曜日,,,学生,薬学部,,1,入館ゲート1,許可
2016/06/01,16:52:17,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,16:53:07,水曜日,,,学生,理学部,,4,入館ゲート1,許可
2016/06/01,16:53:11,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,16:53:12,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:53:21,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,16:53:22,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,16:53:31,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,16:53:35,水曜日,,,大学院生,薬学部,,M2,入館ゲート2,許可
2016/06/01,16:53:58,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,16:54:07,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,16:54:24,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,16:54:45,水曜日,,,学生,教育学部,,1,入館ゲート2,許可
2016/06/01,16:55:03,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,16:55:03,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,16:56:28,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,16:56:35,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,16:57:54,水曜日,,,学生,歯学部,,4,入館ゲート2,許可
2016/06/01,16:58:17,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,16:58:23,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,16:58:36,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,16:58:45,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,16:58:58,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,16:59:54,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,16:59:58,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:00:10,水曜日,,,学生,文学部,入館可,2,入館ゲート1,許可
2016/06/01,17:00:20,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:00:41,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,17:00:43,水曜日,,,学生,農学部,,2,入館ゲート2,許可
2016/06/01,17:01:24,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,17:01:41,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:01:48,水曜日,,,大学院生,農学部,,M2,入館ゲート2,許可
2016/06/01,17:02:26,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,17:02:33,水曜日,,,学生,教育学部,入館可,4,入館ゲート1,許可
2016/06/01,17:02:33,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:02:50,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,17:04:08,水曜日,,,学生,薬学部,,2,入館ゲート2,許可
2016/06/01,17:04:10,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,17:04:16,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,17:04:19,水曜日,,,学生,薬学部,,2,入館ゲート1,許可
2016/06/01,17:04:37,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:04:42,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,17:04:42,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,17:04:47,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,17:05:04,水曜日,,,学生,文学部,入館可,2,入館ゲート2,許可
2016/06/01,17:05:08,水曜日,,,学生,経済学部,入館可,4,入館ゲート1,許可
2016/06/01,17:05:11,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,17:05:19,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,17:05:32,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:05:42,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,17:06:49,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,17:07:53,水曜日,,,学生,農学部,,1,入館ゲート2,許可
2016/06/01,17:08:00,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:08:38,水曜日,,,大学院生,文学部,,D3,入館ゲート1,許可
2016/06/01,17:08:39,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,17:08:40,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:08:57,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:09:38,水曜日,,,学生,法学部,,2,入館ゲート1,許可
2016/06/01,17:10:03,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,17:10:04,水曜日,,,学生,法学部,入館可,4,入館ゲート1,許可
2016/06/01,17:10:09,水曜日,,,学生,文学部,,4,入館ゲート2,許可
2016/06/01,17:10:59,水曜日,,,学生,文学部,,4,入館ゲート1,許可
2016/06/01,17:12:35,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:12:40,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:12:53,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,17:13:22,水曜日,,,学生,法学部,,1,入館ゲート1,許可
2016/06/01,17:13:50,水曜日,,,学生,医学部,,2,入館ゲート2,許可
2016/06/01,17:15:24,水曜日,,,学生,教育学部,入館可,3,入館ゲート2,許可
2016/06/01,17:16:17,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,17:16:20,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,17:16:38,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:16:49,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,17:17:07,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,17:17:34,水曜日,,,大学院生,経済学部,,M2,入館ゲート1,許可
2016/06/01,17:18:16,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,17:18:28,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:18:36,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:19:08,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,17:19:13,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,17:19:18,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:19:45,水曜日,,,大学院生,情報科学,,M2,入館ゲート1,許可
2016/06/01,17:20:58,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:21:19,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,17:21:20,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:21:36,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:21:59,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,17:22:11,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,17:22:32,水曜日,,,学生,農学部,,1,入館ゲート1,許可
2016/06/01,17:22:43,水曜日,,,学生,教育学部,入館可,4,入館ゲート2,許可
2016/06/01,17:23:00,水曜日,,,大学院生,理学部,,M2,入館ゲート2,許可
2016/06/01,17:23:35,水曜日,,,学生,教育情報学,,,入館ゲート2,許可
2016/06/01,17:24:15,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,17:24:16,水曜日,,,学生,教育学部,,4,入館ゲート2,許可
2016/06/01,17:24:21,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,17:24:29,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:24:46,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:24:53,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,17:25:02,水曜日,,,学生,医学部,,2,入館ゲート1,許可
2016/06/01,17:25:11,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,17:25:24,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:25:42,水曜日,,,大学院生,理学部,,M1,入館ゲート1,許可
2016/06/01,17:26:54,水曜日,,,大学院生,教育学部,,D3,入館ゲート1,許可
2016/06/01,17:27:48,水曜日,,,学生,工学部,,4,入館ゲート1,許可
2016/06/01,17:28:48,水曜日,,,学生,法学部,入館可,2,入館ゲート2,許可
2016/06/01,17:29:11,水曜日,,,大学院生,理学部,,M1,入館ゲート2,許可
2016/06/01,17:29:54,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:29:57,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:30:00,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:30:29,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,17:30:59,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,17:31:16,水曜日,,,学生,理学部,入館可,1,入館ゲート2,許可
2016/06/01,17:31:18,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,17:31:25,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:31:31,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,17:31:36,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:31:48,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,17:31:56,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,17:33:14,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,17:33:30,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:33:45,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,17:33:47,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:34:10,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,17:34:27,水曜日,,,学生,医学部,,1,入館ゲート2,許可
2016/06/01,17:34:46,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:34:49,水曜日,,,大学院生,経済学部,,,入館ゲート1,許可
2016/06/01,17:35:09,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:35:24,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,17:38:40,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,17:39:04,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,17:40:18,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,17:40:20,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:40:27,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,17:40:38,水曜日,,,学生,法学部,入館可,4,入館ゲート2,許可
2016/06/01,17:40:53,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,17:41:00,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,17:41:49,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,17:41:50,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:42:00,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:42:10,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,17:43:09,水曜日,,,学生,理学部,,1,入館ゲート1,許可
2016/06/01,17:43:15,水曜日,,,学生,法学部,,3,入館ゲート2,許可
2016/06/01,17:43:32,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,17:43:33,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,17:43:39,水曜日,,,大学院生,教育学部,,D3,入館ゲート1,許可
2016/06/01,17:44:08,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,17:44:22,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,17:44:51,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,17:45:01,水曜日,,,大学院生,工学部,,M1,入館ゲート2,許可
2016/06/01,17:45:06,水曜日,,,大学院生,国際文化,,M2,入館ゲート1,許可
2016/06/01,17:45:30,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,17:45:34,水曜日,,,学生,経済学部,,,入館ゲート1,許可
2016/06/01,17:45:47,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:45:56,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,17:46:03,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,17:46:23,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,17:46:30,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,17:46:56,水曜日,,,大学院生,経済学部,,M1,入館ゲート1,許可
2016/06/01,17:47:01,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,17:47:43,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,17:47:51,水曜日,,,学生,法学部,入館可,4,入館ゲート2,許可
2016/06/01,17:47:52,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,17:47:52,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,17:48:09,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,17:48:14,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,17:48:29,水曜日,,,大学院生,経済学部,,D3,入館ゲート1,許可
2016/06/01,17:48:29,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,17:48:41,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:48:48,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:48:51,水曜日,,,学生,農学部,,1,入館ゲート1,許可
2016/06/01,17:48:51,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:48:55,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,17:49:12,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,17:49:44,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,17:49:46,水曜日,,,大学院生,理学部,,M1,入館ゲート1,許可
2016/06/01,17:49:47,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,17:50:04,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,17:50:20,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:50:23,水曜日,,,学生,理学部,,4,入館ゲート1,許可
2016/06/01,17:50:32,水曜日,,,学生,工学部,,4,入館ゲート1,許可
2016/06/01,17:51:12,水曜日,,,大学院生,情報科学,,M1,入館ゲート1,許可
2016/06/01,17:51:31,水曜日,,,学生,理学部,,3,入館ゲート1,許可
2016/06/01,17:51:31,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:51:43,水曜日,,,学生,法学部,入館可,4,入館ゲート1,許可
2016/06/01,17:51:49,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,17:51:54,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:52:02,水曜日,,,学生,経済学部,,2,入館ゲート2,許可
2016/06/01,17:52:03,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,17:52:41,水曜日,,,学生,経済学部,,1,入館ゲート1,許可
2016/06/01,17:52:49,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,17:52:52,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,17:52:57,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,17:53:17,水曜日,,,学生,教育学部,,2,入館ゲート2,許可
2016/06/01,17:53:34,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:53:38,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,17:53:49,水曜日,,,学生,教育学部,,2,入館ゲート1,許可
2016/06/01,17:53:54,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,17:53:57,水曜日,,,大学院生,経済学部,,M1,入館ゲート1,許可
2016/06/01,17:54:01,水曜日,,,学生,文学部,,1,入館ゲート2,許可
2016/06/01,17:54:11,水曜日,,,学生,法学部,入館可,2,入館ゲート2,許可
2016/06/01,17:54:40,水曜日,,,学生,理学部,,2,入館ゲート2,許可
2016/06/01,17:55:16,水曜日,,,大学院生,文学部,,M1,入館ゲート1,許可
2016/06/01,17:55:21,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,17:55:25,水曜日,,,大学院生,文学部,,D3,入館ゲート2,許可
2016/06/01,17:55:32,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:55:34,水曜日,,,学生,薬学部,,1,入館ゲート1,許可
2016/06/01,17:55:41,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,17:55:41,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,17:55:44,水曜日,,,学生,文学部,,3,入館ゲート2,許可
2016/06/01,17:55:45,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,17:55:58,水曜日,,,大学院生,医学部,,M1,入館ゲート2,許可
2016/06/01,17:57:02,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,17:57:12,水曜日,,,学生,理学部,,1,入館ゲート2,許可
2016/06/01,17:57:16,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,17:57:19,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:57:36,水曜日,,,学生,理学部,,4,入館ゲート1,許可
2016/06/01,17:57:43,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:57:54,水曜日,,,学生,工学部,,3,入館ゲート1,許可
2016/06/01,17:58:05,水曜日,,,学生,農学部,,1,入館ゲート2,許可
2016/06/01,17:58:20,水曜日,,,学生,農学部,,3,入館ゲート1,許可
2016/06/01,17:58:20,水曜日,,,大学院生,経済学部,,M1,入館ゲート2,許可
2016/06/01,17:58:23,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,17:58:49,水曜日,,,学生,教育学部,入館可,3,入館ゲート2,許可
2016/06/01,17:58:53,水曜日,,,学生,法学部,,4,入館ゲート1,許可
2016/06/01,17:59:06,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:59:09,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,17:59:59,水曜日,,,学生,医学部,,3,入館ゲート1,許可
2016/06/01,18:00:10,水曜日,,,学生,工学部,,,入館ゲート1,許可
2016/06/01,18:00:20,水曜日,,,大学院生,法学部,,M1,入館ゲート1,許可
2016/06/01,18:00:20,水曜日,,,学生,経済学部,,,入館ゲート2,許可
2016/06/01,18:00:22,水曜日,,,学生,経済学部,,3,入館ゲート1,許可
2016/06/01,18:00:23,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,18:00:35,水曜日,,,学生,経済学部,,4,入館ゲート2,許可
2016/06/01,18:00:46,水曜日,,,学生,経済学部,,4,入館ゲート1,許可
2016/06/01,18:00:46,水曜日,,,学生,法学部,,4,入館ゲート2,許可
2016/06/01,18:00:58,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,18:01:01,水曜日,,,学生,工学部,,3,入館ゲート2,許可
2016/06/01,18:01:02,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,18:01:04,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,18:01:14,水曜日,,,大学院生,情報科学,,M1,入館ゲート1,許可
2016/06/01,18:01:18,水曜日,,,学生,経済学部,,3,入館ゲート2,許可
2016/06/01,18:01:28,水曜日,,,学生,理学部,,3,入館ゲート2,許可
2016/06/01,18:01:50,水曜日,,,学生,文学部,,2,入館ゲート2,許可
2016/06/01,18:02:23,水曜日,,,学生,工学部,,1,入館ゲート2,許可
2016/06/01,18:02:27,水曜日,,,学生,工学部,,4,入館ゲート1,許可
2016/06/01,18:02:30,水曜日,,,学生,法学部,,1,入館ゲート2,許可
2016/06/01,18:02:31,水曜日,,,学生,経済学部,入館可,2,入館ゲート1,許可
2016/06/01,18:02:37,水曜日,,,学生,工学部,,4,入館ゲート1,許可
2016/06/01,18:02:46,水曜日,,,学生,法学部,,3,入館ゲート1,許可
2016/06/01,18:02:46,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,18:03:13,水曜日,,,学生,法学部,,2,入館ゲート2,許可
2016/06/01,18:03:29,水曜日,,,学生,文学部,入館可,4,入館ゲート2,許可
2016/06/01,18:03:50,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,18:04:44,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,18:05:08,水曜日,,,大学院生,経済学部,,M2,入館ゲート2,許可
2016/06/01,18:05:54,水曜日,,,学生,文学部,入館可,4,入館ゲート1,許可
2016/06/01,18:06:41,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,18:06:50,水曜日,,,学生,農学部,,1,入館ゲート2,許可
2016/06/01,18:07:31,水曜日,,,学生,教育学部,,2,入館ゲート1,許可
2016/06/01,18:07:44,水曜日,,,学生,工学部,,2,入館ゲート2,許可
2016/06/01,18:08:14,水曜日,,,大学院生,工学部,,M1,入館ゲート2,許可
2016/06/01,18:08:17,水曜日,,,学生,文学部,,1,入館ゲート1,許可
2016/06/01,18:08:38,水曜日,,,学生,文学部,,2,入館ゲート1,許可
2016/06/01,18:08:48,水曜日,,,大学院生,教育情報学,,M1,入館ゲート1,許可
2016/06/01,18:08:48,水曜日,,,学生,経済学部,,1,入館ゲート2,許可
2016/06/01,18:09:14,水曜日,,,大学院生,文学部,,M1,入館ゲート2,許可
2016/06/01,18:09:58,水曜日,,,学生,理学部,,4,入館ゲート1,許可
2016/06/01,18:10:16,水曜日,,,学生,工学部,,2,入館ゲート1,許可
2016/06/01,18:11:30,水曜日,,,学生,法学部,入館可,4,入館ゲート1,許可
2016/06/01,18:11:43,水曜日,,,学生,文学部,,3,入館ゲート1,許可
2016/06/01,18:11:49,水曜日,,,学生,文学部,入館可,3,入館ゲート1,許可
2016/06/01,18:11:55,水曜日,,,学生,経済学部,入館可,2,入館ゲート2,許可
2016/06/01,18:12:49,水曜日,,,学生,経済学部,,2,入館ゲート1,許可
2016/06/01,18:13:24,水曜日,,,学生,理学部,,2,入館ゲート1,許可
2016/06/01,18:13:33,水曜日,,,学生,工学部,,1,入館ゲート1,許可
2016/06/01,18:13:41,水曜日,,,学生,理学部,,2,入館ゲート2,許可
